Data;poziom wody w piezometrze B1 npm [cm];temperatura wody w piezometrze B1 [C]
2014-04-12;65.33;7.83
2014-04-13;63.75;7.83
2014-04-14;63.25;7.84
2014-04-15;64.75;7.85
2014-04-16;66.50;7.87
2014-04-17;67.75;7.88
2014-04-18;66.92;7.89
2014-04-19;66.75;7.91
2014-04-20;66.92;7.92
2014-04-21;66.42;7.94
2014-04-22;66.58;7.96
2014-04-23;66.42;7.97
2014-04-24;68.33;7.99
2014-04-25;69.17;8.01
2014-04-26;67.83;8.03
2014-04-27;65.42;8.06
2014-04-28;63.58;8.08
2014-04-29;61.75;8.11
2014-04-30;60.75;8.13
2014-05-01;60.67;8.16
2014-05-02;61.00;8.19
2014-05-03;60.75;8.22
2014-05-04;59.92;8.24
2014-05-05;59.58;8.28
2014-05-06;59.08;8.30
2014-05-07;58.58;8.33
2014-05-08;58.50;8.36
2014-05-09;58.00;8.38
2014-05-10;57.25;8.41
2014-05-11;57.25;8.43
2014-05-12;57.92;8.46
2014-05-13;58.75;8.49
2014-05-14;60.83;8.51
2014-05-15;62.67;8.54
2014-05-16;62.08;8.57
2014-05-17;61.00;8.60
2014-05-18;60.42;8.63
2014-05-19;61.33;8.66
2014-05-20;60.67;8.68
2014-05-21;59.42;8.72
2014-05-22;58.08;8.75
2014-05-23;57.25;8.78
2014-05-24;57.75;8.82
2014-05-25;57.50;8.85
2014-05-26;57.33;8.90
2014-05-27;57.33;8.94
2014-05-28;61.08;8.99
2014-05-29;64.17;9.05
2014-05-30;64.50;9.11
2014-05-31;62.92;9.17
2014-06-01;60.83;9.23
2014-06-02;59.00;9.28
2014-06-03;59.00;9.33
2014-06-04;59.25;9.38
2014-06-05;57.92;9.42
2014-06-06;56.42;9.46
2014-06-07;55.33;9.50
2014-06-08;54.50;9.54
2014-06-09;54.17;9.58
2014-06-10;53.83;9.61
2014-06-11;53.33;9.65
2014-06-12;53.17;9.69
2014-06-13;54.08;9.73
2014-06-14;56.08;9.77
2014-06-15;60.42;9.82
2014-06-16;62.17;9.87
2014-06-17;61.00;9.93
2014-06-18;60.00;9.98
2014-06-19;58.58;10.03
2014-06-20;59.58;10.08
2014-06-21;60.92;10.13
2014-06-22;62.17;10.18
2014-06-23;62.67;10.22
2014-06-24;63.67;10.27
2014-06-25;64.75;10.31
2014-06-26;64.67;10.36
2014-06-27;63.58;10.40
2014-06-28;61.67;10.44
2014-06-29;59.50;10.48
2014-06-30;57.83;10.51
2014-07-01;57.83;10.54
2014-07-02;57.58;10.58
2014-07-03;57.92;10.61
2014-07-04;57.92;10.65
2014-07-05;57.00;10.68
2014-07-06;56.58;10.71
2014-07-07;56.33;10.74
2014-07-08;56.33;10.78
2014-07-09;57.17;10.81
2014-07-10;57.42;10.85
2014-07-11;58.33;10.89
2014-07-12;59.75;10.94
2014-07-13;61.00;10.98
2014-07-14;60.42;11.04
2014-07-15;58.58;11.09
2014-07-16;57.00;11.14
2014-07-17;55.75;11.19
2014-07-18;55.58;11.24
2014-07-19;54.92;11.28
2014-07-20;53.92;11.32
2014-07-21;53.58;11.36
2014-07-22;53.83;11.39
2014-07-23;53.83;11.43
2014-07-24;53.25;11.47
2014-07-25;52.75;11.52
2014-07-26;52.25;11.56
2014-07-27;51.25;11.60
2014-07-28;50.67;11.64
2014-07-29;50.17;11.69
2014-07-30;49.92;11.73
2014-07-31;49.75;11.77
2014-08-01;49.75;11.81
2014-08-02;49.08;11.85
2014-08-03;48.92;11.90
2014-08-04;48.50;11.94
2014-08-05;48.67;11.98
2014-08-06;52.83;12.03
2014-08-07;55.25;12.08
2014-08-08;55.33;12.13
2014-08-09;54.00;12.18
2014-08-10;53.08;12.23
2014-08-11;53.00;12.27
2014-08-12;52.50;12.31
2014-08-13;51.58;12.35
2014-08-14;51.50;12.39
2014-08-15;52.42;12.43
2014-08-16;52.92;12.47
2014-08-17;54.92;12.50
2014-08-18;56.92;12.54
2014-08-19;58.00;12.57
2014-08-20;59.25;12.59
2014-08-21;60.75;12.62
2014-08-22;61.92;12.64
2014-08-23;61.42;12.65
2014-08-24;61.58;12.67
2014-08-25;62.17;12.67
2014-08-26;63.42;12.68
2014-08-27;64.42;12.68
2014-08-28;66.08;12.68
2014-08-29;67.33;12.68
2014-08-30;66.92;12.68
2014-08-31;67.25;12.68
2014-09-01;67.33;12.68
2014-09-02;65.92;12.68
2014-09-03;65.08;12.67
2014-09-04;63.08;12.67
2014-09-05;61.25;12.67
2014-09-06;59.33;12.67
2014-09-07;57.67;12.67
2014-09-08;56.58;12.67
2014-09-09;55.75;12.67
2014-09-10;55.83;12.67
2014-09-11;56.75;12.67
2014-09-12;56.75;12.67
2014-09-13;56.83;12.67
2014-09-14;57.83;12.67
2014-09-15;58.00;12.67
2014-09-16;56.67;12.67
2014-09-17;54.83;12.67
2014-09-18;54.00;12.67
2014-09-19;53.00;12.67
2014-09-20;51.75;12.67
2014-09-21;50.83;12.66
2014-09-22;50.08;12.66
2014-09-23;54.42;12.65
2014-09-24;61.25;12.65
2014-09-25;63.50;12.65
2014-09-26;63.50;12.65
2014-09-27;62.67;12.65
2014-09-28;62.33;12.64
2014-09-29;61.75;12.63
2014-09-30;61.00;12.62
2014-10-01;60.58;12.60
2014-10-02;59.75;12.59
2014-10-03;58.58;12.57
2014-10-04;57.25;12.55
2014-10-05;56.58;12.53
2014-10-06;55.25;12.52
2014-10-07;54.25;12.50
2014-10-08;53.50;12.49
2014-10-09;52.67;12.47
2014-10-10;51.08;12.45
2014-10-11;50.08;12.44
2014-10-12;49.75;12.42
2014-10-13;51.25;12.40
2014-10-14;52.17;12.38
2014-10-15;54.17;12.37
2014-10-16;56.50;12.35
2014-10-17;57.50;12.33
2014-10-18;57.50;12.32
2014-10-19;56.75;12.31
2014-10-20;55.83;12.29
2014-10-21;57.00;12.28
2014-10-22;59.08;12.26
2014-10-23;59.92;12.24
2014-10-24;60.08;12.23
2014-10-25;58.92;12.21
2014-10-26;56.50;12.20
2014-10-27;54.92;12.18
2014-10-28;54.08;12.16
2014-10-29;54.08;12.14
2014-10-30;53.33;12.11
2014-10-31;54.75;12.08
